credit_score,annual_income,loan_amount,loan_term_months,employment_status,property_ownership,debt_to_income_ratio,num_dependents,monthly_income,estimated_monthly_payment,total_dti,loan_eligibility
523,173154,30434,12,Self-employed,Mortgage,0.053681760431142,5,14429.5,2647.41,0.2372,0
577,178658,9798,12,Employed,Own,0.2168199446536217,2,14888.17,852.31,0.2741,0
792,58580,15570,24,Employed,Rent,0.0599839083447842,1,4881.67,704.19,0.2042,1
415,127272,31123,60,Self-employed,Rent,0.2365512861986309,1,10606.0,631.06,0.2961,0
721,159746,7405,24,Employed,Mortgage,0.2485585559188442,2,13312.17,334.91,0.2737,1
522,171941,11051,36,Self-employed,Own,0.16911516203924,5,14328.42,346.3,0.1933,0
530,38522,46741,12,Employed,Rent,0.5164640323504606,3,3210.17,4065.93,1.783,0
734,61371,15305,84,Employed,Mortgage,0.0729014590953176,2,5114.25,238.55,0.1195,1
407,160950,17491,24,Employed,Rent,0.0195280496040024,0,13412.5,791.07,0.0785,0
747,117970,30091,36,Employed,Mortgage,0.493768854759005,4,9830.83,942.94,0.5897,1
772,90167,12609,36,Unemployed,Own,0.2146774798838447,4,7513.92,395.12,0.2673,1
465,75467,6151,60,Self-employed,Own,0.2020141523873421,5,6288.92,124.72,0.2218,0
349,27381,14647,84,Employed,Mortgage,0.1407903469582458,5,2281.75,228.29,0.2408,0
327,21309,43329,120,Employed,Own,0.599170903861559,4,1775.75,525.7,0.8952,0
617,182305,24638,84,Employed,Mortgage,0.5002202775322359,2,15192.08,384.01,0.5255,0
521,66306,49536,24,Employed,Mortgage,0.0352842825489052,1,5525.5,2240.38,0.4407,0
582,20644,33734,12,Unemployed,Rent,0.4540711755835956,2,1720.33,2934.47,2.1598,0
440,90431,19427,120,Employed,Rent,0.234722930052841,4,7535.92,235.7,0.266,0
792,51428,11700,60,Self-employed,Mortgage,0.021047041826696,0,4285.67,237.23,0.0764,1
638,131469,27513,84,Unemployed,Own,0.0403114156999554,5,10955.75,428.82,0.0795,0
813,79663,5185,12,Unemployed,Own,0.4958758539222886,2,6638.58,451.04,0.5638,1
338,45748,29226,36,Self-employed,Rent,0.3292649442903455,1,3812.33,915.84,0.5695,0
749,183148,11733,60,Employed,Own,0.2549233544678986,2,15262.33,237.9,0.2705,1
726,92300,48419,84,Employed,Rent,0.4582871868058358,0,7691.67,754.67,0.5564,1
689,154740,10679,84,Employed,Mortgage,0.3636631927256794,0,12895.0,166.45,0.3766,1
361,181554,40191,84,Employed,Rent,0.3341843687134861,1,15129.5,626.43,0.3756,0
758,93422,26693,120,Retired,Own,0.3255555388272976,5,7785.17,323.86,0.3672,1
330,89345,16445,120,Self-employed,Mortgage,0.5212672447812537,3,7445.42,199.52,0.5481,0
795,184322,17129,84,Employed,Rent,0.4283201361648916,3,15360.17,266.98,0.4457,1
776,93114,25953,120,Unemployed,Rent,0.5722880001048987,2,7759.5,314.88,0.6129,0
741,112018,35288,60,Employed,Own,0.0423960188407567,0,9334.83,715.51,0.119,1
646,163969,3417,84,Employed,Mortgage,0.2878901658249456,4,13664.08,53.26,0.2918,0
491,101472,17828,24,Employed,Own,0.4685014120109101,2,8456.0,806.31,0.5639,0
634,40929,13092,84,Employed,Rent,0.0026569491239175,2,3410.75,204.05,0.0625,0
373,168494,27830,36,Employed,Own,0.4590508853001913,1,14041.17,872.09,0.5212,0
441,57612,46295,24,Self-employed,Own,0.0243398814526753,0,4801.0,2093.8,0.4605,0
489,96456,25129,120,Self-employed,Own,0.1046933493100393,2,8038.0,304.88,0.1426,0
648,148249,20188,36,Retired,Own,0.141430329771042,2,12354.08,632.62,0.1926,0
636,115005,48477,12,Self-employed,Rent,0.5099867792265145,2,9583.75,4216.94,0.95,0
624,27814,18303,24,Employed,Rent,0.1595829317954303,4,2317.83,827.8,0.5167,0
566,144549,45820,84,Unemployed,Rent,0.207449319887192,3,12045.75,714.16,0.2667,0
798,131327,36144,12,Employed,Own,0.1215101187915936,5,10943.92,3144.11,0.4088,1
692,56331,32345,36,Employed,Mortgage,0.5860879905285243,2,4694.25,1013.57,0.802,0
444,36274,8798,60,Employed,Rent,0.122810377372165,5,3022.83,178.39,0.1818,0
565,158438,18113,120,Employed,Rent,0.181878730200985,2,13203.17,219.76,0.1985,0
745,155874,5090,24,Employed,Own,0.0562551513250917,1,12989.5,230.21,0.074,1
360,109709,1128,24,Employed,Rent,0.4345040748359342,5,9142.42,51.02,0.4401,0
754,119028,49967,60,Employed,Rent,0.1709870757261197,5,9919.0,1013.15,0.2731,1
432,119370,48035,84,Unemployed,Rent,0.1568511185116909,5,9947.5,748.68,0.2321,0
597,21615,9120,12,Employed,Mortgage,0.3572394960981686,3,1801.25,793.33,0.7977,0
406,186130,20827,12,Employed,Mortgage,0.4874256749799857,4,15510.83,1811.71,0.6042,0
561,25634,24509,24,Employed,Rent,0.4451676381146839,0,2136.17,1108.48,0.9641,0
342,75839,13015,24,Self-employed,Own,0.2540447047220297,3,6319.92,588.63,0.3472,0
377,34866,4832,12,Employed,Own,0.0715444978328712,2,2905.5,420.33,0.2162,0
806,52951,38839,84,Employed,Own,0.1314693999816159,3,4412.58,605.35,0.2687,1
507,67178,49860,36,Retired,Rent,0.1768009247305528,1,5598.17,1562.43,0.4559,0
563,118714,5033,36,Employed,Mortgage,0.4965666621213008,3,9892.83,157.72,0.5125,0
849,102932,41281,12,Unemployed,Rent,0.3365247061526761,4,8577.67,3590.97,0.7552,0
450,149124,40976,84,Retired,Mortgage,0.2648775088977129,4,12427.0,638.66,0.3163,0
711,117809,17350,36,Self-employed,Rent,0.0611978736780334,1,9817.42,543.69,0.1166,1
526,165262,13074,84,Unemployed,Rent,0.4157242927102177,1,13771.83,203.77,0.4305,0
392,122327,15989,120,Employed,Own,0.206298970008742,1,10193.92,193.99,0.2253,0
722,156461,11279,60,Self-employed,Rent,0.4557365586524292,2,13038.42,228.7,0.4733,1
797,59241,7551,84,Employed,Rent,0.1362288253916459,2,4936.75,117.69,0.1601,1
410,41379,47757,36,Employed,Mortgage,0.335651165319013,1,3448.25,1496.53,0.7696,0
649,76389,39619,84,Employed,Own,0.1015683824570983,3,6365.75,617.51,0.1986,0
836,85909,29616,12,Employed,Rent,0.4197225689987302,4,7159.08,2576.25,0.7796,0
474,56824,25769,120,Retired,Own,0.2611619596794194,5,4735.33,312.65,0.3272,0
727,23888,48002,84,Unemployed,Rent,0.4230063954450432,2,1990.67,748.17,0.7988,0
450,48283,20584,84,Employed,Own,0.0802110454812813,0,4023.58,320.83,0.1599,0
822,143756,18859,12,Employed,Rent,0.5557295438803496,3,11979.67,1640.51,0.6927,0
621,106424,1176,24,Retired,Own,0.330892148358305,5,8868.67,53.19,0.3369,0
687,127406,7052,60,Employed,Rent,0.4074049606000079,0,10617.17,142.99,0.4209,1
791,140971,36199,24,Unemployed,Rent,0.3054269049173916,5,11747.58,1637.18,0.4448,1
758,22542,10296,84,Employed,Mortgage,0.2999058254857364,5,1878.5,160.48,0.3853,0
331,184387,18909,24,Employed,Mortgage,0.488771634990112,1,15365.58,855.2,0.5444,0
583,172083,39744,36,Retired,Rent,0.3611784440011821,0,14340.25,1245.43,0.448,0
330,135202,48242,120,Self-employed,Mortgage,0.1800286004584458,0,11266.83,585.31,0.232,0
712,93806,18550,120,Employed,Mortgage,0.5883482696099279,0,7817.17,225.06,0.6171,0
439,106134,22608,84,Retired,Rent,0.3824410885840365,1,8844.5,352.37,0.4223,0
496,114028,10923,36,Unemployed,Own,0.4361125072504627,1,9502.33,342.29,0.4721,0
631,91116,15779,60,Self-employed,Own,0.3208654839314977,4,7593.0,319.94,0.363,0
541,64937,25019,24,Retired,Rent,0.3369826612716188,0,5411.42,1131.54,0.5461,0
752,113467,19341,120,Employed,Mortgage,0.580760397590862,1,9455.58,234.66,0.6056,0
641,199751,45994,12,Unemployed,Mortgage,0.0734164933131383,4,16645.92,4000.95,0.3138,0
561,192797,2577,84,Employed,Mortgage,0.4265149789776977,3,16066.42,40.17,0.429,0
594,93708,5889,84,Employed,Own,0.4773311067439041,5,7809.0,91.79,0.4891,0
651,151764,24896,120,Self-employed,Mortgage,0.0427460486959191,0,12647.0,302.06,0.0666,1
604,89734,33155,120,Employed,Rent,0.3675705883453097,3,7477.83,402.26,0.4214,0
319,59133,21755,84,Employed,Rent,0.4703558844942103,0,4927.75,339.08,0.5392,0
806,123656,24500,84,Self-employed,Own,0.4158336007813488,5,10304.67,381.86,0.4529,1
431,55038,36935,24,Employed,Own,0.1206739748650308,1,4586.5,1670.47,0.4849,0
451,43876,4823,12,Self-employed,Rent,0.5394044472958787,4,3656.33,419.55,0.6542,0
766,141328,11937,36,Employed,Own,0.2029988483526776,2,11777.33,374.06,0.2348,1
767,21907,46456,36,Self-employed,Own,0.5745331767700421,0,1825.58,1455.76,1.372,0
350,164661,4039,24,Employed,Rent,0.3454335516891277,4,13721.75,182.67,0.3587,0
300,48542,12795,24,Employed,Mortgage,0.3992306429274025,0,4045.17,578.68,0.5423,0
410,42074,26526,24,Employed,Mortgage,0.0278813572633181,2,3506.17,1199.7,0.37,0
737,126437,38792,84,Employed,Mortgage,0.3437338940729594,2,10536.42,604.62,0.4011,1
695,42597,37882,60,Employed,Own,0.3310028304841957,1,3549.75,768.11,0.5474,0
721,54212,41720,120,Employed,Mortgage,0.5172239814552193,3,4517.67,506.18,0.6293,0
615,197002,42719,84,Retired,Rent,0.157115682155173,4,16416.83,665.83,0.1977,0
340,171681,24965,12,Self-employed,Rent,0.334479831318115,1,14306.75,2171.67,0.4863,0
482,96710,19876,60,Retired,Rent,0.0894306224363471,1,8059.17,403.01,0.1394,0
695,27173,20773,84,Unemployed,Rent,0.3176866371671289,2,2264.42,323.77,0.4607,0
622,58885,27590,60,Unemployed,Mortgage,0.2887684219527165,5,4907.08,559.43,0.4028,0
580,25169,2849,36,Employed,Own,0.2824245355185584,1,2097.42,89.28,0.325,0
507,97367,12914,84,Employed,Own,0.1716851431847999,4,8113.92,201.28,0.1965,0
672,148138,21601,120,Unemployed,Rent,0.2637947066788426,5,12344.83,262.08,0.285,1
808,37621,31610,60,Retired,Mortgage,0.1402888899691778,0,3135.08,640.94,0.3447,0
543,87143,42850,84,Employed,Own,0.3583076930089356,1,7261.92,667.87,0.4503,0
413,151761,8840,60,Employed,Rent,0.5069968703856318,5,12646.75,179.24,0.5212,0
455,29819,22084,36,Self-employed,Rent,0.5986890709265817,1,2484.92,692.03,0.8772,0
748,65581,12146,36,Employed,Mortgage,0.046577795795607,2,5465.08,380.61,0.1162,1
540,155076,5411,60,Retired,Mortgage,0.1509051971501689,4,12923.0,109.72,0.1594,0
847,124285,29885,84,Retired,Mortgage,0.3500447159633033,4,10357.08,465.79,0.395,1
821,114644,36252,36,Unemployed,Rent,0.1671169178602393,1,9553.67,1136.01,0.286,1
588,116510,38573,84,Employed,Own,0.5354829916973642,5,9709.17,601.21,0.5974,0
691,165885,27078,60,Employed,Own,0.1794628444105384,5,13823.75,549.04,0.2192,1
426,186466,5226,12,Employed,Rent,0.4912447428488513,3,15538.83,454.6,0.5205,0
543,178385,40647,84,Employed,Rent,0.1453701918696408,2,14865.42,633.53,0.188,0
541,188264,47847,84,Employed,Rent,0.1611493055670411,1,15688.67,745.75,0.2087,0
836,133755,38128,84,Unemployed,Mortgage,0.4328040398969006,1,11146.25,594.27,0.4861,1
725,61847,32305,120,Self-employed,Mortgage,0.1069972623933503,1,5153.92,391.95,0.183,1
693,154758,1410,12,Employed,Own,0.2057737716263881,2,12896.5,122.65,0.2153,1
731,116593,16982,84,Employed,Mortgage,0.2619343750702617,1,9716.08,264.69,0.2892,1
587,109928,36434,12,Employed,Mortgage,0.0616997841405971,1,9160.67,3169.34,0.4077,0
740,59514,27382,84,Employed,Own,0.4648295390451509,4,4959.5,426.78,0.5509,1
513,55309,17166,84,Employed,Mortgage,0.2506367455686606,2,4609.08,267.55,0.3087,0
830,52233,41144,36,Employed,Rent,0.5211987896793034,0,4352.75,1289.3,0.8174,0
498,106563,47696,120,Employed,Own,0.5383971803434143,2,8880.25,578.68,0.6036,0
773,177235,18385,36,Employed,Mortgage,0.2126923732314946,1,14769.58,576.12,0.2517,1
451,131896,14684,84,Employed,Rent,0.2382458377525752,2,10991.33,228.87,0.2591,0
599,89585,33438,12,Employed,Own,0.5051581665980228,5,7465.42,2908.72,0.8948,0
753,23673,47839,120,Employed,Mortgage,0.4832138309149714,0,1972.75,580.42,0.7774,0
494,27057,43512,24,Unemployed,Rent,0.4414531597613962,2,2254.75,1967.93,1.3142,0
570,93649,48069,60,Unemployed,Own,0.4378715772112684,3,7804.08,974.67,0.5628,0
848,36524,41981,12,Employed,Rent,0.0392221296017041,5,3043.67,3651.86,1.239,0
778,107984,1060,120,Retired,Rent,0.4788250628353132,5,8998.67,12.86,0.4803,1
709,62113,11970,12,Self-employed,Rent,0.1881753732104025,0,5176.08,1041.25,0.3893,1
533,82834,5305,84,Employed,Mortgage,0.4024931510170735,1,6902.83,82.68,0.4145,0
699,190752,18468,24,Self-employed,Rent,0.4001716682353718,1,15896.0,835.26,0.4527,1
336,99365,36886,84,Employed,Mortgage,0.3971320161125131,3,8280.42,574.91,0.4666,0
708,167738,29320,120,Self-employed,Mortgage,0.5676405105489405,2,13978.17,355.73,0.5931,1
592,46220,41255,84,Retired,Mortgage,0.1814711861749721,3,3851.67,643.01,0.3484,0
305,189916,22082,12,Employed,Rent,0.103285862866762,4,15826.33,1920.88,0.2247,0
544,189533,32520,120,Self-employed,Own,0.4030923597055798,4,15794.42,394.56,0.4281,0
832,57844,45603,12,Retired,Rent,0.3754031195168297,1,4820.33,3966.93,1.1984,0
489,76882,8028,36,Employed,Rent,0.2737901745192568,4,6406.83,251.57,0.3131,0
505,153026,22308,36,Employed,Mortgage,0.4666868365029289,2,12752.17,699.05,0.5215,0
810,36573,44380,12,Unemployed,Rent,0.1985779323161405,4,3047.75,3860.55,1.4653,0
349,143425,36726,36,Self-employed,Own,0.1342068573877625,0,11952.08,1150.86,0.2305,0
432,74779,31331,120,Employed,Mortgage,0.4850332380893103,2,6231.58,380.13,0.546,0
706,198824,25714,60,Employed,Rent,0.3078038647673635,4,16568.67,521.39,0.3393,1
838,96000,40418,36,Retired,Own,0.5096948820363054,2,8000.0,1266.55,0.668,0
779,47034,19370,84,Employed,Rent,0.4774283438600719,3,3919.5,301.9,0.5545,0
609,144093,32586,36,Employed,Mortgage,0.3727021645571065,0,12007.75,1021.13,0.4577,0
516,191468,47592,84,Employed,Own,0.5285478038855598,2,15955.67,741.78,0.575,0
764,84973,8287,24,Employed,Rent,0.3758704263574014,3,7081.08,374.8,0.4288,1
304,126198,33744,24,Self-employed,Own,0.2251083242630324,3,10516.5,1526.15,0.3702,0
429,127768,13676,120,Self-employed,Mortgage,0.1187798823763523,1,10647.33,165.93,0.1344,0
625,148952,31485,24,Employed,Mortgage,0.4767972022886116,3,12412.67,1423.98,0.5915,0
587,47749,27661,120,Employed,Rent,0.0925126743692342,5,3979.08,335.6,0.1769,0
415,112686,16001,12,Employed,Rent,0.3511353889091104,5,9390.5,1391.9,0.4994,0
394,30808,11948,84,Employed,Rent,0.0565183136831269,2,2567.33,186.22,0.1291,0
312,126793,15863,60,Employed,Mortgage,0.3354541445169737,4,10566.08,321.64,0.3659,0
653,79635,18088,12,Employed,Mortgage,0.0876905745842006,5,6636.25,1573.45,0.3248,1
346,112484,8382,36,Unemployed,Rent,0.0230935739849992,5,9373.67,262.66,0.0511,0
495,136056,18960,120,Employed,Rent,0.1852542273808934,1,11338.0,230.04,0.2055,0
426,167224,13008,120,Employed,Own,0.4374736398560353,2,13935.33,157.82,0.4488,0
709,62470,13131,12,Employed,Own,0.0840223049004064,0,5205.83,1142.25,0.3034,1
313,44526,4735,36,Unemployed,Mortgage,0.4591141801703931,4,3710.5,148.38,0.4991,0
355,198358,10867,12,Employed,Rent,0.1943605155714345,5,16529.83,945.3,0.2515,0
469,73905,49336,120,Self-employed,Mortgage,0.3772385245448171,0,6158.75,598.58,0.4744,0
840,107971,35645,24,Employed,Rent,0.4004673769542002,2,8997.58,1612.13,0.5796,1
836,79038,16583,12,Employed,Mortgage,0.3861059915395563,3,6586.5,1442.53,0.6051,0
823,174374,8282,60,Self-employed,Mortgage,0.1847626710537799,0,14531.17,167.93,0.1963,1
732,101894,16837,36,Self-employed,Rent,0.1253813833200211,0,8491.17,527.61,0.1875,1
713,150326,46980,84,Employed,Mortgage,0.3238760131168362,3,12527.17,732.24,0.3823,1
336,69778,33487,120,Employed,Mortgage,0.2794936787476706,2,5814.83,406.29,0.3494,0
313,126482,49938,84,Employed,Own,0.0342668113975998,5,10540.17,778.34,0.1081,0
532,67432,5990,60,Employed,Own,0.1434032693513987,2,5619.33,121.46,0.165,0
312,80930,7444,12,Employed,Rent,0.4797167001606758,0,6744.17,647.54,0.5757,0
568,141218,13645,36,Employed,Own,0.553974876904803,0,11768.17,427.58,0.5903,0
716,178817,11651,24,Unemployed,Mortgage,0.4060755976540587,0,14901.42,526.94,0.4414,1
572,158982,37585,120,Self-employed,Rent,0.3119062078171994,2,13248.5,456.01,0.3463,0
332,192267,14542,12,Employed,Rent,0.3121981627567355,4,16022.25,1264.99,0.3912,0
713,67649,30253,120,Employed,Mortgage,0.5185475469261016,4,5637.42,367.05,0.5837,1
479,27575,29717,84,Unemployed,Own,0.1257844375628014,0,2297.92,463.18,0.3273,0
594,132465,10955,60,Employed,Rent,0.2006031644987398,1,11038.75,222.13,0.2207,0
390,36256,18145,24,Retired,Mortgage,0.3604970716130736,5,3021.33,820.65,0.6321,0
331,182237,6110,24,Employed,Mortgage,0.350144437558622,0,15186.42,276.34,0.3683,0
587,71282,41400,24,Employed,Mortgage,0.4652663902023137,4,5940.17,1872.41,0.7805,0
377,132163,24312,36,Employed,Own,0.0656310111517504,2,11013.58,761.85,0.1348,0
703,163970,1494,120,Self-employed,Rent,0.3656894931068402,1,13664.17,18.13,0.367,1
740,37073,36617,84,Employed,Mortgage,0.2560891276218451,4,3089.42,570.72,0.4408,0
655,177885,21677,60,Employed,Own,0.0781842116465609,1,14823.75,439.53,0.1078,1
302,94754,11709,24,Employed,Rent,0.4999094062446297,3,7896.17,529.57,0.567,0
667,91658,44531,36,Employed,Rent,0.0866791844154843,3,7638.17,1395.44,0.2694,1
730,194975,11077,12,Employed,Mortgage,0.5492578594946973,0,16247.92,963.57,0.6086,0
689,109962,42637,36,Employed,Mortgage,0.5196300127113198,2,9163.5,1336.09,0.6654,0
694,120749,39874,60,Employed,Mortgage,0.4887383066521385,4,10062.42,808.5,0.5691,1
801,138618,44798,120,Retired,Rent,0.2404540746628516,0,11551.5,543.52,0.2875,1
381,166375,2039,24,Self-employed,Mortgage,0.2269319762575756,2,13864.58,92.22,0.2336,0
368,112713,38541,120,Self-employed,Own,0.5328367633071414,2,9392.75,467.61,0.5826,0
627,182482,28660,12,Unemployed,Rent,0.0551598417265033,1,15206.83,2493.09,0.2191,0
319,140030,25537,36,Unemployed,Rent,0.0407194516144944,4,11669.17,800.24,0.1093,0
368,177871,36850,120,Self-employed,Own,0.5806834833843139,1,14822.58,447.09,0.6108,0
512,104822,33803,60,Employed,Rent,0.3989229225496888,1,8735.17,685.4,0.4774,0
681,96113,34233,24,Self-employed,Own,0.3734345668850402,4,8009.42,1548.27,0.5667,1
562,26577,29635,24,Employed,Rent,0.1367159458355879,3,2214.75,1340.31,0.7419,0
715,87789,1418,120,Employed,Own,0.1148051124857576,1,7315.75,17.2,0.1172,1
624,89237,44553,12,Employed,Own,0.1646191384832224,2,7436.42,3875.6,0.6858,0
537,191656,1997,60,Employed,Own,0.0439240959166421,3,15971.33,40.49,0.0465,0
625,163823,6909,84,Employed,Rent,0.405019697248899,4,13651.92,107.69,0.4129,0
613,144467,49450,12,Employed,Own,0.570108179355409,5,12038.92,4301.58,0.9274,0
588,40770,40641,12,Retired,Rent,0.1999228168283111,3,3397.5,3535.3,1.2405,0
553,75537,24852,24,Self-employed,Own,0.5455289363317051,2,6294.75,1123.99,0.7241,0
717,167617,12504,24,Employed,Own,0.3049920369530084,3,13968.08,565.52,0.3455,1
354,72726,49424,84,Self-employed,Own,0.2122508890161074,0,6060.5,770.33,0.3394,0
695,91286,9330,84,Self-employed,Own,0.3694550540061893,3,7607.17,145.42,0.3886,1
834,132001,5919,60,Employed,Own,0.1229811205670017,1,11000.08,120.02,0.1339,1
658,24419,28065,120,Employed,Own,0.3985831078582256,2,2034.92,340.51,0.5659,0
595,76142,1192,84,Self-employed,Mortgage,0.0392168764957121,5,6345.17,18.58,0.0421,0
313,146873,37964,36,Self-employed,Own,0.322730302984246,0,12239.42,1189.65,0.4199,0
493,113544,1777,24,Employed,Mortgage,0.1952997241736489,1,9462.0,80.37,0.2038,0
668,184378,44989,12,Retired,Mortgage,0.4571195195367664,2,15364.83,3913.52,0.7118,0
843,106514,3171,12,Self-employed,Mortgage,0.0639857295896205,2,8876.17,275.84,0.0951,1
423,155926,2787,36,Employed,Own,0.4910095444425105,5,12993.83,87.33,0.4977,0
785,142832,18284,36,Self-employed,Mortgage,0.4002382976137544,0,11902.67,572.95,0.4484,1
764,78078,18440,60,Self-employed,Mortgage,0.4353527666473502,3,6506.5,373.9,0.4928,1
589,109056,11849,120,Employed,Mortgage,0.5537120899038953,1,9088.0,143.76,0.5695,0
844,69728,49176,60,Employed,Own,0.488514766837596,3,5810.67,997.11,0.6601,0
693,96144,27412,84,Self-employed,Rent,0.4372320622521859,4,8012.0,427.25,0.4906,1
706,66200,40836,12,Employed,Rent,0.1192818959753443,0,5516.67,3552.26,0.7632,0
802,113417,33124,120,Employed,Mortgage,0.524427586897373,0,9451.42,401.89,0.5669,1
400,100568,37022,36,Employed,Own,0.1012245654882968,3,8380.67,1160.13,0.2397,0
762,176095,8730,84,Employed,Mortgage,0.4862932413691889,0,14674.58,136.07,0.4956,1
809,45261,25182,24,Self-employed,Mortgage,0.5131966522327613,2,3771.75,1138.91,0.8152,0
508,171018,4781,120,Employed,Mortgage,0.4117989085887627,3,14251.5,58.01,0.4159,0
784,95437,43170,36,Employed,Rent,0.0170478665614559,4,7953.08,1352.79,0.1871,1
790,90210,11531,84,Employed,Own,0.0065146763187366,3,7517.5,179.72,0.0304,1
419,21868,16534,24,Self-employed,Rent,0.1970391492754772,0,1822.33,747.79,0.6074,0
827,38498,33108,24,Self-employed,Own,0.0519657159387372,3,3208.17,1497.39,0.5187,0
616,25369,43918,24,Self-employed,Mortgage,0.0286677103337153,0,2114.08,1986.29,0.9682,0
791,52995,20436,12,Employed,Own,0.0200693140072667,0,4416.25,1777.7,0.4226,1
734,83330,37885,60,Employed,Mortgage,0.0258953128140722,4,6944.17,768.17,0.1365,1
733,187745,12341,120,Employed,Own,0.1771646518959072,0,15645.42,149.73,0.1867,1
586,180297,45591,60,Employed,Own,0.3763722965858361,3,15024.75,924.42,0.4379,0
303,173057,48800,120,Employed,Rent,0.1638408990613477,3,14421.42,592.08,0.2049,0
644,67394,9554,84,Employed,Own,0.1403253445361648,2,5616.17,148.91,0.1668,0
843,199086,11847,84,Employed,Own,0.224396114531844,1,16590.5,184.65,0.2355,1
694,161869,44555,84,Retired,Own,0.0812524246250425,4,13489.08,694.44,0.1327,1
400,178953,11764,12,Employed,Rent,0.2153650252069026,1,14912.75,1023.33,0.284,0
828,103063,6608,12,Employed,Rent,0.1925446727551463,0,8588.58,574.82,0.2595,1
485,56251,24834,24,Employed,Own,0.2989449749326901,4,4687.58,1123.17,0.5386,0
406,182586,38915,12,Retired,Own,0.3623162721782426,4,15215.5,3385.15,0.5848,0
390,149930,26384,24,Employed,Rent,0.4375930339779773,0,12494.17,1193.28,0.5331,0
375,55534,24597,36,Employed,Mortgage,0.2476464514999632,5,4627.83,770.78,0.4142,0
386,120889,29884,24,Retired,Mortgage,0.4508096778483527,3,10074.08,1351.57,0.585,0
328,47171,3517,60,Employed,Mortgage,0.2535064696798008,3,3930.92,71.31,0.2716,0
788,65031,17429,84,Self-employed,Mortgage,0.4926675893088524,0,5419.25,271.65,0.5428,1
611,128696,2317,60,Employed,Rent,0.156380669799058,1,10724.67,46.98,0.1608,0
369,36142,13437,60,Unemployed,Rent,0.442996218215189,4,3011.83,272.45,0.5335,0
628,185475,47388,12,Retired,Rent,0.0804406488216567,3,15456.25,4122.21,0.3471,0
513,127275,30078,84,Employed,Mortgage,0.1644877413270801,0,10606.25,468.8,0.2087,0
382,83391,20197,24,Unemployed,Rent,0.0762019371499513,4,6949.25,913.46,0.2076,0
336,59642,7280,36,Unemployed,Mortgage,0.0845893734577332,5,4970.17,228.13,0.1305,0
390,26160,40951,36,Employed,Own,0.2993382688178353,2,2180.0,1283.26,0.888,0
344,186479,46731,120,Employed,Rent,0.1372975051229872,2,15539.92,566.98,0.1738,0
500,24751,31914,120,Unemployed,Mortgage,0.2530478916728819,2,2062.58,387.2,0.4408,0
333,26926,46955,84,Employed,Mortgage,0.4583546518227299,0,2243.83,731.85,0.7845,0
809,177612,17401,60,Employed,Own,0.1821022932291846,4,14801.0,352.83,0.2059,1
769,133526,29052,36,Employed,Rent,0.3910674085780541,4,11127.17,910.38,0.4729,1
651,68355,29326,60,Employed,Rent,0.4692487204512113,3,5696.25,594.63,0.5736,1
333,114114,18267,12,Self-employed,Own,0.0187787430936179,1,9509.5,1589.02,0.1859,0
768,198627,22469,60,Unemployed,Rent,0.0876122321493459,4,16552.25,455.59,0.1151,1
744,114335,18517,12,Retired,Own,0.5284971865320996,4,9527.92,1610.76,0.6976,0
466,188823,11164,12,Employed,Rent,0.4368504413793136,0,15735.25,971.14,0.4986,0
529,159064,46826,60,Self-employed,Rent,0.2402866888299745,1,13255.33,949.46,0.3119,0
398,131900,6125,84,Employed,Own,0.0520582362508808,5,10991.67,95.47,0.0607,0
649,76582,40774,84,Employed,Mortgage,0.5667449431390741,5,6381.83,635.51,0.6663,0
609,168294,18415,36,Self-employed,Own,0.2614222432339613,5,14024.5,577.06,0.3026,0
605,161743,10027,120,Employed,Rent,0.2182737058503801,4,13478.58,121.66,0.2273,0
636,169469,2087,120,Employed,Mortgage,0.3109150047422658,0,14122.42,25.32,0.3127,0
479,84688,11261,12,Unemployed,Rent,0.2329870550143249,5,7057.33,979.58,0.3718,0
413,113063,7509,36,Self-employed,Mortgage,0.0930783952766995,3,9421.92,235.3,0.1181,0
758,123463,38062,12,Employed,Rent,0.4975036468182782,2,10288.58,3310.95,0.8193,0
801,180311,49978,12,Employed,Mortgage,0.3698831647741662,5,15025.92,4347.51,0.6592,0
378,57840,46972,24,Employed,Own,0.3385133990427921,3,4820.0,2124.42,0.7793,0
659,75634,5442,24,Unemployed,Rent,0.1673272330059316,1,6302.83,246.13,0.2064,1
362,193038,27447,60,Employed,Mortgage,0.4266747794876876,2,16086.5,556.53,0.4613,0
414,51156,20218,24,Employed,Mortgage,0.3666482924925176,4,4263.0,914.41,0.5811,0
604,99125,41758,36,Employed,Own,0.4204935316999876,4,8260.42,1308.54,0.5789,0
829,29298,45193,12,Employed,Mortgage,0.5310857674043581,1,2441.5,3931.27,2.1413,0
705,139442,9922,36,Employed,Rent,0.4442818757624839,5,11620.17,310.92,0.471,1
431,23518,30997,36,Self-employed,Rent,0.2304022487972261,0,1959.83,971.33,0.726,0
344,189299,19040,60,Retired,Mortgage,0.4325066594087977,1,15774.92,386.06,0.457,0
341,94450,44380,84,Employed,Own,0.0364237152838213,0,7870.83,691.72,0.1243,0
607,191408,22047,24,Employed,Rent,0.175049243775241,4,15950.67,997.13,0.2376,0
760,170538,16781,60,Self-employed,Rent,0.4485650063001437,0,14211.5,340.26,0.4725,1
735,39804,11173,12,Retired,Rent,0.3436540596976742,2,3317.0,971.92,0.6367,0
